Vùng,Năm,Diện tích(Km2),Dân số trung bình (Nghìn người),Mật độ dân số (Người/km2),Tổng dân số,Nam,Nữ,Tổng dân số thành thị,Tổng dân số nông thôn,Tỷ suất sinh thô,Tỷ suất chết thô,Tỷ lệ tăng tự nhiên,Tỷ suất nhập cư,Tỷ suất xuất cư,Tỷ suất di cư thuần,Tỷ số giới tính,Khu vực,Tỉ lệ thất nghiệp,Tỉ lệ thất nghiệp ở thành thị,Tỉ lệ thất nghiệp ở nông thôn,Phần trăm dân số
Đắk Nông,2015,6515.6,580.5,89.1,580.5,300.4,280.1,87.6,492.9,17.7,3.9,13.8,3.8,4.9,-1.1,107.2,Tây Nguyên,0.5,1.15,1.1,0.63
Đắk Nông,2016,6509.3,594.4,91.3,594.4,307.1,287.3,89.5,504.9,17.1,4.2,12.9,1.5,6.2,-4.8,106.9,Tây Nguyên,3.03,3.17,4.08,0.64
Đắk Nông,2017,6509.3,604.9,92.9,604.9,312.3,292.6,91.6,513.3,15.9,5.5,10.4,2.1,4.4,-2.3,106.7,Tây Nguyên,4.51,2.57,3.51,0.64
Đắk Nông,2018,6509.3,615.4,94.5,615.4,317.4,298.0,93.7,521.7,21.0,6.2,14.8,2.6,5.3,-2.8,106.5,Tây Nguyên,3.21,0.97,4.58,0.65
Đắk Nông,2019,6509.3,625.8,96.0,625.8,322.5,303.3,95.4,530.4,20.0,4.9,15.1,6.5,5.6,0.9,106.34,Tây Nguyên,1.68,1.97,5.74,0.65
Đắk Nông,2020,6509.3,637.9,98.0,637.91,326.71,311.2,97.49,540.42,19.55,4.71,14.84,3.11,10.66,-7.55,104.98,Tây Nguyên,5.02,3.39,3.4,0.65
Đắk Nông,2021,6509.3,664.4,102.0,664.42,340.28,324.13,107.98,556.44,19.4,5.4,14.04,4.61,8.12,-3.51,104.98,Tây Nguyên,0.52,2.21,0.93,0.67
Đắk Nông,2022,6509.3,670.6,103.0,670.56,343.07,327.49,112.43,558.13,17.5,5.28,12.22,1.69,4.23,-2.54,104.76,Tây Nguyên,0.73,3.95,1.01,0.67
Đắk Nông,2023,6509.3,681.9,104.8,681.95,348.92,333.02,115.52,566.43,17.65,5.44,12.21,1.07,6.86,-5.79,102.86,Tây Nguyên,3.51,2.47,4.48,0.68
Đắk Nông,2024,6509.3,695.7,106.9,695.68,355.51,340.17,120.03,575.65,17.34,3.65,13.7,4.2,8.17,-3.96,104.51,Tây Nguyên,1.6,1.48,2.41,0.69
Lâm Đồng,2011,9773.5,1217.2,124.5,1217.24,611.69,605.55,464.19,753.05,18.5,5.3,13.3,9.2,8.3,1,101.01,Tây Nguyên,4.92,0.45,5.13,1.38
Lâm Đồng,2012,9773.5,1228.7,125.7,1228.71,617.63,611.08,470.2,758.51,18.0,6.1,11.9,6.8,8.9,-2.1,101.07,Tây Nguyên,4.93,1.8,4.4,1.38
Lâm Đồng,2013,9773.6,1239.9,126.9,1239.86,623.41,616.46,476.12,763.74,17.2,6.4,10.8,8,8.4,-0.4,101.13,Tây Nguyên,5.11,2.47,1.54,1.37
Lâm Đồng,2014,9773.5,1251.1,128.0,1251.07,629.21,621.85,487.29,763.78,16.2,5.8,10.4,6,9.1,-3.1,101.18,Tây Nguyên,2.43,4.23,3.54,1.37
Lâm Đồng,2015,9773.5,1261.4,129.1,1261.4,634.6,626.8,491.4,769.9,14.4,5.0,9.4,3.9,5.3,-1.4,101.2,Tây Nguyên,4.36,0.31,3.41,1.37
Lâm Đồng,2016,9783.2,1271.3,129.9,1271.3,639.8,631.6,495.4,775.9,16.9,5.3,11.6,2.9,4.4,-1.5,101.3,Tây Nguyên,3.75,0.36,4.57,1.36
Lâm Đồng,2017,9783.3,1281.3,131.0,1281.3,645.0,636.4,499.6,781.7,16.6,4.9,11.7,3.5,2.1,1.4,101.4,Tây Nguyên,4.69,3.8,3.79,1.36
Lâm Đồng,2018,9783.3,1291.4,132.0,1291.4,650.2,641.2,504.6,786.8,14.6,4.7,9.9,3.3,4,-0.7,101.4,Tây Nguyên,3.84,0.98,4.44,1.35
Lâm Đồng,2019,9783.3,1299.3,133.0,1299.3,654.3,645.0,509.0,790.3,16.7,5.1,11.6,3.8,5.6,-1.8,101.44,Tây Nguyên,2.8,4.18,3.85,1.35
Lâm Đồng,2020,9781.2,1309.8,134.0,1309.79,659.56,650.23,514.21,795.59,16.65,4.93,11.72,4.44,6.04,-1.6,101.43,Tây Nguyên,1.2,2.6,4.4,1.34
Lâm Đồng,2021,9781.2,1321.8,135.0,1321.9,665.68,656.16,519.1,802.8,16.3,5.2,11.07,2.07,1.99,0.09,101.45,Tây Nguyên,2.63,2.6,1.34,1.34
Lâm Đồng,2022,9781.2,1332.5,136.0,1332.53,671.73,660.8,523.55,808.98,15.2,6.97,8.23,1.81,2.51,-0.7,101.65,Tây Nguyên,4.21,1.27,1.59,1.34
Lâm Đồng,2023,9781.2,1345.0,137.5,1345.0,677.19,667.81,529.72,815.28,15.23,4.34,10.89,1.82,2.94,-1.12,98.74,Tây Nguyên,3.35,0.47,2.38,1.34
Lâm Đồng,2024,9781.2,1362.5,139.3,1362.47,685.91,676.57,540.44,822.03,13.76,6.29,7.47,4.32,3.93,0.39,101.38,Tây Nguyên,2.53,4.08,2.53,1.34
Bình Phước,2011,6871.5,899.6,130.9,899.57,456.11,443.46,162.04,737.52,20.1,6.4,13.7,10.9,11.7,-0.8,102.85,Đông Nam Bộ,2.13,1.31,2.01,1.02
Bình Phước,2012,6871.5,911.4,132.6,911.35,461.75,449.61,170.08,741.27,19.0,6.9,12.1,6.7,8.9,-2.2,102.7,Đông Nam Bộ,3.55,0.6,3.26,1.02
Bình Phước,2013,6871.5,923.5,134.4,923.49,467.56,455.93,178.55,744.94,19.9,6.5,13.3,7.1,9.2,-2.1,102.55,Đông Nam Bộ,3.13,2.78,4.14,1.02
Bình Phước,2014,6871.5,934.4,136.0,934.37,472.72,461.64,187.16,747.2,19.1,5.2,13.9,8,12,-4,102.4,Đông Nam Bộ,0.92,1.65,4.81,1.02
Bình Phước,2015,6871.5,947.2,137.8,947.2,478.9,468.3,196.6,750.6,15.7,6.3,9.4,3.1,3.6,-0.5,102.2,Đông Nam Bộ,2.08,1.76,3.43,1.03
Bình Phước,2016,6876.6,962.7,140.0,962.7,486.3,476.3,207.0,755.7,15.2,4.3,10.9,7.3,4.3,3,102.1,Đông Nam Bộ,4.12,2.05,6.0,1.03
Bình Phước,2017,6876.8,972.6,141.4,972.6,491.0,481.6,216.6,755.9,15.5,6.1,9.4,2.1,4.7,-2.7,102.0,Đông Nam Bộ,3.61,0.56,0.81,1.03
Bình Phước,2018,6876.8,984.9,143.2,984.9,496.9,488.1,227.3,757.6,15.3,5.8,9.5,2.2,3,-0.7,101.8,Đông Nam Bộ,1.63,1.56,5.95,1.03
Bình Phước,2019,6876.8,997.8,145.0,997.8,503.0,494.8,238.5,759.2,17.6,4.7,12.9,5,6.7,-1.7,101.65,Đông Nam Bộ,0.72,2.23,3.19,1.03
Bình Phước,2020,6873.6,1011.1,147.0,1011.08,509.65,501.43,243.05,768.03,17.49,4.48,13.01,4.28,6.3,-2.01,101.64,Đông Nam Bộ,4.1,2.49,5.61,1.04
Bình Phước,2021,6873.6,1024.3,149.0,1024.29,516.24,508.1,247.54,776.75,16.9,6.7,10.21,1.95,4.17,-2.22,101.61,Đông Nam Bộ,0.59,1.84,1.38,1.04
Bình Phước,2022,6873.6,1034.7,151.0,1034.67,521.76,512.9,303.96,730.71,17.5,6.94,10.56,3.62,2.37,1.25,101.73,Đông Nam Bộ,4.19,0.93,4.04,1.04
Bình Phước,2023,6873.6,1045.5,152.1,1045.49,526.82,518.67,307.37,738.12,15.6,4.36,11.24,5.89,3.59,2.3,97.79,Đông Nam Bộ,1.7,2.91,2.99,1.04
Bình Phước,2024,6873.6,1062.3,154.5,1062.3,534.66,527.64,312.88,749.42,14.93,5.51,9.42,7.29,7.93,-0.65,101.33,Đông Nam Bộ,3.81,1.08,4.45,1.05
Tây Ninh,2011,4039.7,1090.1,269.8,1090.06,542.83,547.23,174.43,915.63,16.2,7.2,8.9,5.8,7.5,-1.7,99.2,Đông Nam Bộ,1.14,1.01,1.95,1.24
Tây Ninh,2012,4039.7,1103.4,273.1,1103.41,549.72,553.69,178.9,924.51,16.1,7.4,8.7,3.9,3.9,0,99.28,Đông Nam Bộ,5.23,3.3,4.82,1.24
Tây Ninh,2013,4032.6,1111.4,275.6,1111.4,553.94,557.46,182.58,928.81,14.9,7.4,7.5,3.6,6.3,-2.7,99.37,Đông Nam Bộ,1.76,1.73,5.01,1.23
Tây Ninh,2014,4032.6,1120.7,277.9,1120.73,558.83,561.9,206.55,914.18,14.3,7.3,7.0,5.7,6.5,-0.8,99.45,Đông Nam Bộ,4.87,1.98,3.69,1.23
Tây Ninh,2015,4032.6,1129.9,280.2,1129.9,563.6,566.3,206.9,923.0,15.1,7.8,7.3,1.8,4.2,-2.4,99.5,Đông Nam Bộ,4.12,3.29,3.77,1.23
Tây Ninh,2016,4041.4,1139.6,282.0,1139.6,568.8,570.9,207.2,932.5,14.0,8.5,5.5,3,3.8,-0.7,99.6,Đông Nam Bộ,2.55,0.61,4.24,1.22
Tây Ninh,2017,4041.3,1151.1,284.8,1151.1,574.7,576.4,207.5,943.6,12.7,5.8,6.9,0.6,1.5,-0.8,99.7,Đông Nam Bộ,5.19,1.34,2.06,1.22
Tây Ninh,2018,4041.3,1160.7,287.2,1160.7,579.8,580.9,207.8,952.9,10.5,7.4,3.0,1.1,1.9,-0.8,99.8,Đông Nam Bộ,1.83,1.48,0.85,1.22
Tây Ninh,2019,4041.3,1171.7,290.0,1171.7,585.5,586.2,208.3,963.4,11.6,7.4,4.3,2.9,4.5,-1.5,99.88,Đông Nam Bộ,4.34,1.33,1.56,1.21
Tây Ninh,2020,4041.7,1178.3,292.0,1178.33,589.5,588.83,381.11,797.22,12.6,7.06,5.54,5.98,6.53,-0.55,100.11,Đông Nam Bộ,3.03,0.56,1.19,1.21
Tây Ninh,2021,4041.7,1181.9,292.0,1181.91,591.29,590.62,382.7,799.27,12.3,8.5,3.72,7.35,3.63,3.73,100.11,Đông Nam Bộ,4.04,2.43,2.93,1.2
Tây Ninh,2022,4041.7,1188.8,294.0,1188.76,596.18,592.57,386.73,802.03,13.6,6.56,7.04,5.67,1.72,3.95,100.61,Đông Nam Bộ,2.32,3.04,4.51,1.2
Tây Ninh,2023,4041.7,1194.9,295.6,1194.91,599.01,595.9,389.17,805.74,10.23,6.69,3.54,4.05,2.46,1.59,97.69,Đông Nam Bộ,3.85,0.78,3.66,1.19
Tây Ninh,2024,4041.7,1202.8,297.6,1202.77,602.33,600.44,391.65,811.11,10.68,7.87,2.82,2.68,3.23,-0.55,100.32,Đông Nam Bộ,3.07,2.81,4.58,1.19
Bình Dương,2011,2694.4,1699.9,630.9,1699.93,825.13,874.8,1096.63,603.31,19.7,5.5,14.2,64.8,22.1,42.7,94.32,Đông Nam Bộ,1.51,3.29,2.12,1.93
Bình Dương,2012,2694.4,1789.7,664.2,1789.71,872.67,917.04,1152.93,636.78,21.5,5.6,15.9,59.1,10.2,48.9,95.16,Đông Nam Bộ,2.85,2.73,3.1,2.01
Bình Dương,2013,2694.4,1873.5,695.3,1873.48,917.68,955.8,1205.02,668.46,22.2,5.6,16.6,54.5,19.9,34.5,96.01,Đông Nam Bộ,1.66,1.09,4.81,2.08
Bình Dương,2014,2694.4,1977.8,734.1,1977.84,973.21,1004.63,1522.34,455.5,18.5,3.8,14.6,70.2,18.2,52,96.87,Đông Nam Bộ,5.02,3.53,3.04,2.17
Bình Dương,2015,2694.4,2069.2,768.0,2069.2,1022.8,1046.4,1587.5,481.7,18.6,3.8,14.8,52,10,42,97.7,Đông Nam Bộ,3.73,0.5,1.0,2.24
Bình Dương,2016,2694.7,2138.8,793.7,2138.8,1062.0,1076.8,1632.3,506.5,18.3,5.2,13.1,32.3,8.8,23.5,98.6,Đông Nam Bộ,3.17,2.93,3.36,2.29
Bình Dương,2017,2694.6,2227.2,826.5,2227.2,1110.9,1116.2,1696.9,530.3,20.2,3.7,16.5,30.6,6.7,23.9,99.5,Đông Nam Bộ,2.11,1.52,5.72,2.36
Bình Dương,2018,2694.6,2345.2,870.3,2345.2,1175.2,1170.0,1875.7,469.5,15.2,3.8,11.5,53.6,5.7,47.9,100.4,Đông Nam Bộ,4.66,2.45,1.12,2.46
Bình Dương,2019,2694.6,2456.3,912.0,2456.3,1236.4,1219.9,1961.9,494.5,17.6,3.4,14.2,43.4,3.4,40.1,101.36,Đông Nam Bộ,0.82,2.11,0.69,2.55
Bình Dương,2020,2694.6,2580.6,958.0,2580.55,1321.72,1258.83,2178.17,402.38,18.47,3.3,15.17,62.66,4.06,58.6,105.0,Đông Nam Bộ,2.9,3.08,5.6,2.64
Bình Dương,2021,2694.6,2596.8,964.0,2596.79,1308.56,1288.22,2189.68,407.11,18.2,3.6,14.63,35.63,4.87,30.75,101.58,Đông Nam Bộ,3.21,1.45,5.92,2.64
Bình Dương,2022,2694.6,2763.1,1025.0,2763.12,1395.53,1367.59,2327.43,435.7,16.4,4.27,12.13,26.36,4.21,22.16,102.04,Đông Nam Bộ,2.22,1.07,2.29,2.78
Bình Dương,2023,2694.6,2823.4,1047.8,2823.43,1466.46,1356.97,2377.78,445.6,17.56,5.68,11.88,28.12,5.1,23.02,103.25,Đông Nam Bộ,0.78,2.32,1.1,2.81
Bình Dương,2024,2694.6,2870.6,1065.3,2870.61,1491.05,1379.56,2464.29,406.32,15.25,2.72,12.54,27.7,7,20.71,108.08,Đông Nam Bộ,2.21,1.47,2.32,2.83
Đồng Nai,2011,5907.2,2661.8,450.6,2661.78,1321.67,1340.1,881.69,1780.09,18.0,6.0,12.0,31.4,9.3,22.1,98.62,Đông Nam Bộ,2.1,1.73,4.98,3.02
Đồng Nai,2012,5907.2,2719.0,460.3,2719.05,1351.86,1367.19,899.94,1819.11,16.2,6.6,9.5,18.5,6,12.5,98.88,Đông Nam Bộ,1.94,1.52,1.21,3.05
Đồng Nai,2013,5907.2,2771.4,469.2,2771.42,1379.68,1391.74,916.54,1854.88,18.8,6.7,12.1,14.6,7.9,6.7,99.13,Đông Nam Bộ,2.76,0.6,3.9,3.07
Đồng Nai,2014,5907.2,2831.3,479.3,2831.29,1411.31,1419.98,935.6,1895.69,16.0,5.3,10.8,23.6,11.7,11.9,99.39,Đông Nam Bộ,2.69,0.98,6.0,3.1
Đồng Nai,2015,5907.2,2890.0,489.2,2890.0,1442.4,1447.6,954.2,1935.8,17.7,5.6,12.1,20.4,6.2,14.1,99.6,Đông Nam Bộ,4.71,4.03,3.71,3.13
Đồng Nai,2016,5863.6,2951.4,503.3,2951.4,1475.0,1476.4,973.7,1977.6,14.7,4.8,9.9,16.5,5.3,11.2,99.9,Đông Nam Bộ,3.09,1.65,3.13,3.17
Đồng Nai,2017,5863.6,3004.9,512.5,3004.9,1503.7,1501.2,990.6,2014.3,13.0,6.2,6.8,4.5,3.9,0.6,100.2,Đông Nam Bộ,3.17,2.72,5.87,3.19
Đồng Nai,2018,5863.6,3055.1,521.0,3055.1,1530.8,1524.3,1006.3,2048.7,14.8,5.5,9.3,6.8,1.8,5,100.4,Đông Nam Bộ,1.08,1.4,2.37,3.2
Đồng Nai,2019,5863.6,3113.7,531.0,3113.7,1562.2,1551.5,1371.8,1742.0,17.1,4.8,12.3,13.3,4.6,8.7,100.68,Đông Nam Bộ,3.48,3.9,1.85,3.23
Đồng Nai,2020,5863.6,3177.4,542.0,3177.4,1613.11,1564.29,1406.73,1770.67,17.35,4.66,12.69,12.21,3.98,8.23,103.12,Đông Nam Bộ,4.59,2.16,2.86,3.26
Đồng Nai,2021,5863.6,3169.1,540.0,3169.1,1608.9,1560.21,1418.64,1750.46,18.4,6.4,12.06,9.5,8.8,0.6,103.12,Đông Nam Bộ,5.04,0.88,2.56,3.22
Đồng Nai,2022,5863.6,3255.8,555.0,3255.81,1622.21,1633.6,1470.31,1785.5,16.3,6.27,10.03,7.75,3.15,4.6,99.3,Đông Nam Bộ,4.37,2.66,2.02,3.27
Đồng Nai,2023,5863.6,3310.9,564.6,3310.86,1649.81,1661.05,1498.5,1812.37,12.95,4.16,8.79,5.41,2.91,2.5,101.35,Đông Nam Bộ,3.51,1.74,0.87,3.3
Đồng Nai,2024,5863.6,3365.4,574.0,3365.45,1694.12,1671.32,1526.57,1838.88,12.4,3.13,9.27,6.65,5.26,1.38,101.36,Đông Nam Bộ,3.56,1.48,3.98,3.32
Bà Rịa - Vũng Tàu,2011,1989.5,1040.8,523.1,1040.8,520.61,520.19,535.99,504.81,15.2,6.3,8.9,16.5,10.8,5.7,100.08,Đông Nam Bộ,4.55,1.55,3.96,1.18
Bà Rịa - Vũng Tàu,2012,1989.5,1057.8,531.7,1057.84,529.35,528.49,553.68,504.17,14.9,7.1,7.8,10.5,7.7,2.8,100.16,Đông Nam Bộ,4.88,0.79,3.2,1.19
Bà Rịa - Vũng Tàu,2013,1989.5,1076.9,541.3,1076.85,539.09,537.77,572.85,504.01,16.2,7.5,8.7,10.8,6.9,4,100.25,Đông Nam Bộ,5.05,2.79,4.36,1.19
Bà Rịa - Vũng Tàu,2014,1989.5,1093.4,549.6,1093.37,547.58,545.79,591.15,502.23,16.5,5.1,11.5,15,7.8,7.2,100.33,Đông Nam Bộ,3.02,3.95,3.13,1.2
Bà Rịa - Vũng Tàu,2015,1989.5,1104.3,555.1,1104.3,553.3,551.0,606.8,497.5,12.5,4.5,8.1,6,5.3,0.7,100.4,Đông Nam Bộ,1.32,0.68,3.54,1.2
Bà Rịa - Vũng Tàu,2016,1980.8,1117.6,564.2,1117.6,560.2,557.4,624.2,493.4,12.1,4.4,7.7,4.6,3.5,1.1,100.5,Đông Nam Bộ,0.59,0.63,0.84,1.2
Bà Rịa - Vũng Tàu,2017,1981.0,1127.2,569.0,1127.2,565.3,562.0,639.8,487.4,10.5,5.6,4.9,2.6,2.2,0.4,100.6,Đông Nam Bộ,3.96,2.5,3.41,1.2
Bà Rịa - Vũng Tàu,2018,1981.0,1138.3,574.6,1138.3,571.0,567.3,656.7,481.6,11.0,5.0,6.0,2.4,3.1,-0.7,100.7,Đông Nam Bộ,1.85,2.62,4.95,1.19
Bà Rịa - Vũng Tàu,2019,1981.0,1152.2,582.0,1152.2,578.2,574.0,675.6,476.6,14.8,5.0,9.8,7.6,5.8,1.8,100.74,Đông Nam Bộ,1.47,0.94,3.21,1.19
Bà Rịa - Vũng Tàu,2020,1982.6,1167.9,589.0,1167.94,578.97,588.97,672.31,495.63,15.75,4.77,10.99,7.48,4.28,3.21,98.3,Đông Nam Bộ,2.88,1.93,3.26,1.2
Bà Rịa - Vũng Tàu,2021,1982.6,1176.1,593.0,1176.08,583.0,593.08,686.87,489.21,13.9,5.4,8.48,4.85,3.93,0.92,98.3,Đông Nam Bộ,4.49,1.2,0.73,1.19
Bà Rịa - Vũng Tàu,2022,1982.6,1178.7,595.0,1178.7,587.83,590.87,711.89,466.81,15.7,4.65,11.05,3.42,4.32,-0.9,99.49,Đông Nam Bộ,4.54,3.78,3.5,1.19
Bà Rịa - Vũng Tàu,2023,1982.6,1187.5,599.0,1187.5,592.28,595.22,723.37,464.13,11.5,5.35,6.15,5.04,6.53,-1.49,99.37,Đông Nam Bộ,1.13,0.4,0.82,1.18
Bà Rịa - Vũng Tàu,2024,1982.6,1194.6,602.6,1194.65,595.88,598.77,741.81,452.84,10.92,3.17,7.75,5.76,6.68,-0.93,99.52,Đông Nam Bộ,4.31,1.37,5.75,1.18
TP. Hồ Chí Minh,2011,2095.6,7613.4,3633.1,7613.43,3666.98,3946.45,6301.07,1312.36,13.1,5.6,7.4,25,13.5,11.5,92.92,Đông Nam Bộ,1.67,2.92,4.12,8.64
TP. Hồ Chí Minh,2012,2095.6,7789.9,3717.2,7789.87,3757.5,4032.37,6412.07,1377.8,13.2,6.3,6.9,14.8,7.2,7.6,93.18,Đông Nam Bộ,1.6,0.39,1.88,8.73
TP. Hồ Chí Minh,2013,2095.6,7974.0,3805.1,7974.02,3852.01,4122.01,6527.99,1446.03,16.4,6.1,10.2,16.5,10.3,6.2,93.45,Đông Nam Bộ,3.96,2.73,4.91,8.84
TP. Hồ Chí Minh,2014,2095.5,8135.9,3882.6,8135.91,3936.03,4199.89,6624.34,1511.58,14.0,5.6,8.4,16.9,11.4,5.5,93.72,Đông Nam Bộ,4.83,0.63,5.61,8.92
TP. Hồ Chí Minh,2015,2095.5,8307.9,3964.6,8307.9,4025.2,4282.7,6727.6,1580.3,13.7,4.8,8.8,10.4,5.7,4.6,94.0,Đông Nam Bộ,1.46,3.18,1.89,9.01
TP. Hồ Chí Minh,2016,2061.4,8479.1,4113.3,8479.1,4114.2,4364.9,6829.0,1650.2,11.8,4.8,7.0,10.7,4.1,6.6,94.3,Đông Nam Bộ,2.77,0.74,2.97,9.09
TP. Hồ Chí Minh,2017,2061.2,8649.6,4196.4,8649.6,4203.1,4446.5,6928.5,1721.2,12.1,5.4,6.7,8.5,3.2,5.3,94.5,Đông Nam Bộ,2.02,0.93,2.61,9.17
TP. Hồ Chí Minh,2018,2061.4,8843.2,4289.9,8843.2,4303.6,4539.7,7045.1,1798.2,11.8,3.9,7.9,9.3,3.2,6.1,94.8,Đông Nam Bộ,2.21,0.56,5.94,9.27
TP. Hồ Chí Minh,2019,2061.4,9038.6,4385.0,9038.6,4405.1,4633.4,7161.5,1877.0,14.1,4.7,9.5,18.3,3.1,15.2,95.07,Đông Nam Bộ,3.23,3.29,5.32,9.37
TP. Hồ Chí Minh,2020,2095.4,9227.6,4404.0,9227.6,4525.29,4702.3,7290.92,1936.68,14.48,4.48,10.0,21.91,3.94,17.97,94.93,Đông Nam Bộ,1.45,2.96,3.73,9.46
TP. Hồ Chí Minh,2021,2095.4,9166.8,4375.0,9166.84,4510.4,4656.44,7239.63,1927.21,14.8,5.1,9.77,25.4,3.59,21.8,96.86,Đông Nam Bộ,2.95,3.44,4.71,9.31
TP. Hồ Chí Minh,2022,2095.4,9389.7,4481.0,9389.72,4576.37,4813.35,7297.85,2091.87,13.6,6.39,7.21,10.89,3.67,7.23,94.36,Đông Nam Bộ,4.25,3.1,4.98,9.44
TP. Hồ Chí Minh,2023,2095.4,9456.7,4513.1,9456.66,4584.21,4872.45,7344.0,2112.66,12.15,4.76,7.38,10.63,3.8,6.83,93.46,Đông Nam Bộ,5.01,2.5,2.7,9.43
TP. Hồ Chí Minh,2024,2095.4,9543.6,4554.6,9543.63,4626.65,4916.98,7428.6,2115.03,12.22,3.02,9.2,15.09,6,9.09,94.1,Đông Nam Bộ,1.47,4.1,5.35,9.42
Long An,2011,4492.4,1504.1,334.8,1504.08,747.6,756.48,258.73,1245.35,14.8,6.5,8.3,3.8,7.7,-3.9,98.82,Đồng bằng sông Cửu Long,0.63,1.03,5.14,1.71
Long An,2012,4492.4,1549.8,345.0,1549.76,770.64,779.12,264.35,1285.41,16.8,7.3,9.6,4.7,7.5,-2.8,98.91,Đồng bằng sông Cửu Long,4.88,3.96,3.17,1.74
Long An,2013,4491.9,1587.9,353.5,1587.85,789.92,797.93,268.57,1319.28,16.4,8.0,8.3,4.7,6.8,-2.1,99.0,Đồng bằng sông Cửu Long,1.25,3.07,5.69,1.76
Long An,2014,4495.0,1611.7,358.6,1611.7,802.14,809.56,270.31,1341.39,13.8,6.9,6.9,6.2,8.8,-2.7,99.08,Đồng bằng sông Cửu Long,3.98,3.22,1.67,1.77
Long An,2015,4495.0,1626.2,361.8,1626.2,809.7,816.5,270.5,1355.8,12.3,8.5,3.8,4.5,6.5,-2,99.2,Đồng bằng sông Cửu Long,4.1,2.57,2.83,1.76
Long An,2016,4494.8,1645.2,366.0,1645.2,819.5,825.7,271.3,1373.9,11.4,6.1,5.3,3.8,6.3,-2.5,99.3,Đồng bằng sông Cửu Long,2.99,0.86,5.52,1.76
Long An,2017,4494.9,1662.3,369.8,1662.3,828.4,833.9,271.8,1390.5,11.8,6.9,4.9,1.3,4,-2.7,99.3,Đồng bằng sông Cửu Long,1.86,0.84,3.59,1.76
Long An,2018,4494.9,1678.9,373.5,1678.9,837.1,841.9,272.2,1406.7,12.1,6.6,5.5,2.2,7.1,-4.9,99.4,Đồng bằng sông Cửu Long,2.64,1.84,5.42,1.76
Long An,2019,4494.9,1695.1,377.0,1695.1,845.5,849.6,272.5,1422.6,13.9,5.9,7.9,9.5,6,3.5,99.52,Đồng bằng sông Cửu Long,4.94,2.08,3.71,1.76
Long An,2020,4494.8,1713.7,381.0,1713.66,855.46,858.2,312.52,1401.13,14.08,5.71,8.38,9.14,8.02,1.12,99.68,Đồng bằng sông Cửu Long,2.71,3.1,1.8,1.76
Long An,2021,4494.8,1725.8,384.0,1725.75,861.5,864.26,316.46,1409.3,12.9,6.4,6.47,8.67,6.54,2.13,99.68,Đồng bằng sông Cửu Long,3.86,2.8,5.35,1.75
Long An,2022,4494.8,1734.3,386.0,1734.26,865.92,868.34,318.58,1415.68,12.2,7.64,4.56,6.13,4.42,1.71,99.72,Đồng bằng sông Cửu Long,4.63,1.77,5.5,1.74
Long An,2023,4494.8,1743.4,387.9,1743.43,870.58,872.85,320.79,1422.64,12.18,6.25,5.93,7.47,5.66,1.81,97.73,Đồng bằng sông Cửu Long,2.23,0.78,3.95,1.74
Long An,2024,4494.8,1756.2,390.7,1756.25,877.03,879.21,326.83,1429.42,11.12,4.55,6.57,9.42,4.83,4.59,99.75,Đồng bằng sông Cửu Long,3.01,3.05,4.93,1.73
Tiền Giang,2011,2508.3,1682.6,670.8,1682.6,828.23,854.37,230.52,1452.09,14.2,7.2,7.0,8.5,9.5,-1,96.94,Đồng bằng sông Cửu Long,5.25,2.78,3.17,1.91
Tiền Giang,2012,2508.3,1692.5,674.7,1692.46,829.81,862.65,231.87,1460.59,14.3,6.6,7.7,8.1,9.4,-1.3,96.19,Đồng bằng sông Cửu Long,4.78,1.51,3.19,1.9
Tiền Giang,2013,2508.6,1705.8,680.0,1705.77,836.87,868.9,233.69,1472.08,13.6,6.9,6.7,9.8,6.5,3.3,96.31,Đồng bằng sông Cửu Long,1.03,1.31,1.14,1.89
Tiền Giang,2014,2509.3,1716.1,683.9,1716.09,841.71,874.38,240.25,1475.83,13.1,8.3,4.9,7.6,7.3,0.3,96.26,Đồng bằng sông Cửu Long,2.73,2.64,2.32,1.88
Tiền Giang,2015,2509.3,1728.7,688.9,1728.7,847.9,880.8,242.0,1486.7,11.8,6.1,5.8,4.3,5.3,-1,96.3,Đồng bằng sông Cửu Long,1.09,1.21,5.68,1.87
Tiền Giang,2016,2510.5,1740.1,693.1,1740.1,853.5,886.6,243.6,1496.5,14.4,8.6,5.7,5.3,3.2,2.1,96.3,Đồng bằng sông Cửu Long,5.16,0.62,3.63,1.87
Tiền Giang,2017,2510.6,1751.8,697.8,1751.8,859.3,892.5,245.3,1506.6,13.6,9.2,4.4,3.7,3.5,0.3,96.3,Đồng bằng sông Cửu Long,3.04,3.96,5.21,1.86
Tiền Giang,2018,2510.6,1759.1,700.7,1759.1,863.0,896.1,246.3,1512.8,11.3,11.2,0.0,4.4,5.1,-0.8,96.3,Đồng bằng sông Cửu Long,3.33,3.55,5.08,1.84
Tiền Giang,2019,2510.6,1766.3,704.0,1766.3,866.9,899.4,247.3,1519.0,12.6,7.8,4.7,2.7,7.7,-5,96.38,Đồng bằng sông Cửu Long,4.95,4.04,2.62,1.83
Tiền Giang,2020,2556.4,1772.5,693.0,1772.54,868.87,903.67,251.91,1520.64,13.1,7.51,5.58,4.12,7.55,-3.42,96.15,Đồng bằng sông Cửu Long,3.11,2.73,1.37,1.82
