Vùng,Năm,Diện tích(Km2),Dân số trung bình (Nghìn người),Mật độ dân số (Người/km2),Tổng dân số,Nam,Nữ,Tổng dân số thành thị,Tổng dân số nông thôn,Tỷ suất sinh thô,Tỷ suất chết thô,Tỷ lệ tăng tự nhiên,Tỷ suất nhập cư,Tỷ suất xuất cư,Tỷ suất di cư thuần,Tỷ số giới tính,Khu vực,Tỉ lệ thất nghiệp,Tỉ lệ thất nghiệp ở thành thị,Tỉ lệ thất nghiệp ở nông thôn,Phần trăm dân số
Hà Nội,2011,3328.9,6825.8,2050.5,6825.82,3359.81,3466.0,2900.37,3925.45,18.6,6.8,11.8,11,6.4,4.7,96.94,Đồng bằng sông Hồng,3.35,2.82,1.48,7.74
Hà Nội,2012,3323.6,6991.4,2103.6,6991.43,3444.43,3547.01,2972.61,4018.82,17.1,7.2,9.9,6.1,3.3,2.8,97.11,Đồng bằng sông Hồng,1.19,1.34,5.59,7.84
Hà Nội,2013,3324.3,7128.4,2144.3,7128.39,3515.06,3613.33,3024.64,4103.75,16.5,7.3,9.2,7.7,7.4,0.3,97.28,Đồng bằng sông Hồng,1.92,0.89,5.15,7.9
Hà Nội,2014,3324.5,7285.5,2191.5,7285.53,3595.78,3689.76,3583.51,3702.03,18.9,6.6,12.3,7.5,7.8,-0.4,97.45,Đồng bằng sông Hồng,1.6,2.07,4.65,7.99
Hà Nội,2015,3324.5,7433.6,2236.0,7433.6,3672.2,3761.4,3650.5,3783.1,16.3,7.3,9.1,4.7,4.1,0.6,97.6,Đồng bằng sông Hồng,4.13,3.77,3.63,8.06
Hà Nội,2016,3358.9,7590.8,2259.9,7590.8,3753.2,3837.6,3733.0,3857.7,16.6,7.8,8.8,4.6,2.6,2,97.8,Đồng bằng sông Hồng,4.01,0.36,5.74,8.14
Hà Nội,2017,3358.6,7742.2,2305.2,7742.2,3831.5,3910.7,3810.0,3932.2,15.1,5.5,9.6,3,3.3,-0.3,98.0,Đồng bằng sông Hồng,0.93,0.36,0.93,8.21
Hà Nội,2018,3358.6,7914.5,2356.5,7914.5,3920.3,3994.2,3904.8,4009.6,14.7,6.1,8.6,4.7,2.6,2.1,98.1,Đồng bằng sông Hồng,2.43,3.84,2.63,8.3
Hà Nội,2019,3358.6,8093.9,2410.0,8093.9,4012.7,4081.2,4000.3,4093.6,19.1,5.7,13.4,8.8,2.5,6.3,98.32,Đồng bằng sông Hồng,4.81,4.24,5.76,8.39
Hà Nội,2020,3359.8,8246.5,2454.0,8246.54,4083.48,4163.06,4061.06,4185.48,17.9,5.43,12.47,6.26,2.53,3.73,98.09,Đồng bằng sông Hồng,2.54,0.42,2.38,8.45
Hà Nội,2021,3359.8,8330.8,2480.0,8330.8,4132.01,4198.83,4095.37,4235.47,17.4,7.6,9.78,7.68,1.75,5.93,98.41,Đồng bằng sông Hồng,1.83,2.33,4.69,8.46
Hà Nội,2022,3359.8,8435.7,2511.0,8435.65,4167.29,4268.36,4138.51,4297.15,16.4,7.3,9.1,4.79,2.84,1.95,97.63,Đồng bằng sông Hồng,0.51,3.02,1.36,8.48
Hà Nội,2023,3359.8,8587.1,2555.8,8587.08,4264.17,4322.91,4212.99,4374.09,14.01,4.87,9.14,5.85,1.96,3.89,96.65,Đồng bằng sông Hồng,3.32,1.31,4.55,8.56
Hà Nội,2024,3359.8,8717.6,2594.7,8717.63,4336.19,4381.44,4280.83,4436.79,13.62,4.13,9.49,5.91,4.47,1.44,98.97,Đồng bằng sông Hồng,4.27,2.49,5.12,8.6
Vĩnh Phúc,2011,1236.5,1029.5,832.6,1029.5,508.44,521.06,236.95,792.56,17.7,7.1,10.5,4.3,16,-11.7,97.58,Đồng bằng sông Hồng,2.12,0.54,2.11,1.17
Vĩnh Phúc,2012,1236.5,1047.4,847.1,1047.39,517.28,530.11,244.56,802.84,18.7,7.3,11.4,2.9,4,-1.1,97.58,Đồng bằng sông Hồng,1.66,2.91,3.26,1.17
Vĩnh Phúc,2013,1238.6,1061.5,857.0,1061.5,524.25,537.25,251.44,810.06,18.0,7.0,11.0,6.4,6.8,-0.5,97.58,Đồng bằng sông Hồng,4.43,3.04,3.53,1.18
Vĩnh Phúc,2014,1237.5,1076.8,870.2,1076.82,529.54,547.28,251.06,825.77,20.3,6.7,13.6,4.9,4.5,0.4,96.76,Đồng bằng sông Hồng,0.58,3.55,1.65,1.18
Vĩnh Phúc,2015,1237.5,1090.4,881.1,1090.4,536.2,554.2,254.2,836.1,17.7,6.4,11.2,2.8,4.3,-1.4,96.8,Đồng bằng sông Hồng,4.31,2.28,2.42,1.18
Vĩnh Phúc,2016,1235.3,1106.1,895.4,1106.1,543.9,562.2,257.9,848.3,19.2,5.8,13.4,2.4,2.4,0,96.8,Đồng bằng sông Hồng,1.71,3.67,2.41,1.19
Vĩnh Phúc,2017,1235.2,1123.1,909.2,1123.1,555.4,567.8,261.7,861.4,17.5,7.2,10.3,1.7,1.4,0.3,97.8,Đồng bằng sông Hồng,4.07,1.26,2.07,1.19
Vĩnh Phúc,2018,1235.2,1138.4,921.6,1138.4,563.7,574.6,285.2,853.2,17.5,8.7,8.8,2,1.2,0.8,98.1,Đồng bằng sông Hồng,4.47,2.15,1.27,1.19
Vĩnh Phúc,2019,1235.9,1154.8,934.0,1154.8,575.5,579.4,295.2,859.6,17.2,5.9,11.3,2.5,4.8,-2.3,99.32,Đồng bằng sông Hồng,2.49,3.29,1.17,1.2
Vĩnh Phúc,2020,1236.0,1171.2,948.0,1171.23,583.72,587.51,350.98,820.25,17.46,5.68,11.79,2.16,2.8,-0.64,99.35,Đồng bằng sông Hồng,3.21,3.26,2.73,1.2
Vĩnh Phúc,2021,1236.0,1191.8,964.0,1191.8,593.96,597.82,358.33,833.4,16.8,6.8,10.0,2.31,2.14,0.17,99.35,Đồng bằng sông Hồng,2.44,0.39,5.92,1.21
Vĩnh Phúc,2022,1236.0,1197.6,969.0,1197.62,598.03,599.59,366.18,831.44,15.4,6.21,9.19,1.45,1.88,-0.43,99.74,Đồng bằng sông Hồng,0.71,1.58,0.92,1.2
Vĩnh Phúc,2023,1236.0,1211.3,980.1,1211.35,604.74,606.6,411.0,800.35,14.94,5.49,9.46,2.53,3.51,-0.98,97.97,Đồng bằng sông Hồng,4.69,4.05,5.5,1.21
Vĩnh Phúc,2024,1236.0,1225.3,991.3,1225.29,611.74,613.55,416.63,808.67,14.24,3.63,10.6,4.91,3.97,0.95,99.7,Đồng bằng sông Hồng,3.65,4.23,5.16,1.21
Bắc Ninh,2011,822.7,1072.4,1303.5,1072.38,527.1,545.28,279.35,793.03,18.2,7.2,11.0,13.4,6.5,7,96.66,Đồng bằng sông Hồng,4.25,3.22,3.0,1.22
Bắc Ninh,2012,822.7,1104.7,1342.8,1104.69,543.31,561.37,286.35,818.34,22.8,7.5,15.3,12.7,5.5,7.2,96.78,Đồng bằng sông Hồng,4.06,0.71,0.68,1.24
Bắc Ninh,2013,822.7,1139.9,1385.5,1139.89,560.97,578.91,293.7,846.19,19.2,7.3,11.9,19.4,6.1,13.4,96.9,Đồng bằng sông Hồng,2.12,3.64,1.4,1.26
Bắc Ninh,2014,822.7,1177.1,1430.7,1177.06,579.63,597.43,327.28,849.78,22.3,7.4,14.9,15.4,5.4,10.1,97.02,Đồng bằng sông Hồng,5.22,3.7,1.24,1.29
Bắc Ninh,2015,822.7,1218.5,1481.1,1218.5,600.4,618.1,336.1,882.4,22.1,6.3,15.8,16,3.2,12.8,97.1,Đồng bằng sông Hồng,2.29,1.12,3.23,1.32
Bắc Ninh,2016,822.8,1257.9,1528.8,1257.9,620.2,637.6,345.5,912.4,20.9,6.4,14.4,11,3.6,7.5,97.3,Đồng bằng sông Hồng,2.16,1.34,1.52,1.35
Bắc Ninh,2017,822.7,1297.8,1577.5,1297.8,640.3,657.4,355.3,942.5,20.4,4.8,15.6,9.7,4.2,5.5,97.4,Đồng bằng sông Hồng,1.51,3.07,0.68,1.38
Bắc Ninh,2018,822.7,1337.3,1625.5,1337.3,657.8,679.6,365.6,971.7,19.8,7.7,12.1,11.1,2,9.1,96.8,Đồng bằng sông Hồng,2.78,3.36,3.58,1.4
Bắc Ninh,2019,822.7,1378.6,1676.0,1378.6,681.0,697.6,380.9,997.7,24.8,5.6,19.2,21.4,4.3,17.1,97.62,Đồng bằng sông Hồng,4.18,1.12,2.98,1.43
Bắc Ninh,2020,822.7,1419.1,1725.0,1419.13,699.01,720.12,446.57,972.56,23.03,5.38,17.65,40.92,5.09,35.83,97.07,Đồng bằng sông Hồng,1.48,4.15,3.84,1.45
Bắc Ninh,2021,822.7,1462.9,1778.0,1462.9,725.24,737.71,536.15,926.8,23.4,5.4,17.95,45.66,3.93,41.73,98.31,Đồng bằng sông Hồng,1.89,3.47,3.88,1.49
Bắc Ninh,2022,822.7,1488.2,1809.0,1488.25,732.05,756.21,554.57,933.68,21.1,5.6,15.5,39.35,2.98,36.37,96.81,Đồng bằng sông Hồng,4.11,0.43,0.79,1.5
Bắc Ninh,2023,822.7,1517.4,1844.4,1517.44,744.93,772.51,770.71,746.73,18.77,4.27,14.5,39.93,3.47,36.45,99.14,Đồng bằng sông Hồng,0.92,2.24,3.11,1.51
Bắc Ninh,2024,822.7,1546.6,1879.9,1546.59,759.38,787.22,787.92,758.67,18.59,5.45,13.14,24.26,6.13,18.13,96.46,Đồng bằng sông Hồng,3.3,2.93,0.94,1.53
Quảng Ninh,2011,6102.4,1181.5,193.6,1181.53,602.66,578.87,639.93,541.6,16.2,7.0,9.2,3.6,5.5,-1.9,104.11,Đồng bằng sông Hồng,1.74,3.08,5.86,1.34
Quảng Ninh,2012,6102.3,1198.4,196.4,1198.39,611.03,587.36,663.31,535.08,18.4,6.9,11.5,2,4.8,-2.8,104.03,Đồng bằng sông Hồng,2.18,2.93,1.75,1.34
Quảng Ninh,2013,6102.4,1209.6,198.2,1209.58,616.51,593.07,684.2,525.39,17.2,7.2,10.0,4.5,10.4,-5.9,103.95,Đồng bằng sông Hồng,1.71,4.13,2.71,1.34
Quảng Ninh,2014,6102.3,1227.7,201.2,1227.67,625.5,602.17,709.67,518.0,18.8,5.6,13.2,3.8,7.8,-3.9,103.87,Đồng bằng sông Hồng,2.35,2.29,4.96,1.35
Quảng Ninh,2015,6102.3,1241.6,203.5,1241.6,632.4,609.2,733.5,508.1,15.4,8.2,7.2,1.7,3.6,-2,103.8,Đồng bằng sông Hồng,5.14,1.65,2.35,1.35
Quảng Ninh,2016,6177.7,1261.2,204.2,1261.2,642.1,619.1,761.5,499.8,14.4,6.0,8.4,1.1,2.2,-1.1,103.7,Đồng bằng sông Hồng,4.86,2.74,5.36,1.35
Quảng Ninh,2017,6177.8,1285.2,208.0,1285.2,654.1,631.1,792.9,492.3,15.5,4.5,11.0,1.1,1.7,-0.7,103.6,Đồng bằng sông Hồng,3.64,1.48,2.18,1.36
Quảng Ninh,2018,6178.2,1303.9,211.0,1303.9,663.4,640.6,822.1,481.8,15.2,6.5,8.6,1.4,3.2,-1.8,103.6,Đồng bằng sông Hồng,4.81,0.57,3.12,1.37
Quảng Ninh,2019,6178.2,1324.8,214.0,1324.8,673.8,651.1,853.7,471.2,16.2,5.5,10.7,2.4,3.8,-1.4,103.48,Đồng bằng sông Hồng,2.1,3.54,3.24,1.37
Quảng Ninh,2020,6206.9,1337.6,216.0,1337.61,679.58,658.03,901.11,436.5,15.91,5.27,10.64,0.95,3.76,-2.81,103.27,Đồng bằng sông Hồng,1.08,3.34,4.67,1.37
Quảng Ninh,2021,6207.8,1350.9,218.0,1350.8,681.71,669.15,909.89,440.96,14.4,4.0,10.41,0.37,3.44,-3.07,101.88,Đồng bằng sông Hồng,3.36,2.12,2.31,1.37
Quảng Ninh,2022,6207.9,1362.9,220.0,1362.88,690.37,672.51,917.98,444.9,15.8,5.15,10.65,1.05,5.14,-4.09,102.66,Đồng bằng sông Hồng,0.69,3.84,5.03,1.37
Quảng Ninh,2023,6207.9,1381.2,222.5,1381.17,698.59,682.58,930.42,450.74,12.69,5.46,7.24,0.53,0.98,-0.44,102.34,Đồng bằng sông Hồng,1.21,2.66,3.32,1.38
Quảng Ninh,2024,6208.0,1396.5,225.0,1396.52,705.51,691.01,968.26,428.27,13.36,4.5,8.86,1.62,3.54,-1.92,101.42,Đồng bằng sông Hồng,1.74,2.95,5.74,1.38
Hải Dương,2011,1656.0,1747.8,1055.5,1747.83,857.84,889.99,351.49,1396.34,15.5,7.7,7.8,7.8,5.5,2.3,96.39,Đồng bằng sông Hồng,3.09,3.54,4.53,1.98
Hải Dương,2012,1656.0,1767.8,1067.5,1767.83,869.02,898.81,366.07,1401.76,16.2,7.7,8.5,5.6,4.8,0.8,96.68,Đồng bằng sông Hồng,5.22,3.18,2.34,1.98
Hải Dương,2013,1656.0,1779.7,1074.7,1779.67,876.2,903.47,379.46,1400.22,15.3,7.6,7.7,5.6,8.5,-2.9,96.98,Đồng bằng sông Hồng,3.67,3.49,1.04,1.97
Hải Dương,2014,1656.0,1795.8,1084.4,1795.79,885.52,910.27,394.26,1401.53,16.0,7.0,9.0,4,5.6,-1.6,97.28,Đồng bằng sông Hồng,5.16,0.65,2.41,1.97
Hải Dương,2015,1656.0,1812.8,1094.7,1812.8,895.3,917.5,409.8,1403.0,14.5,7.8,6.7,1.4,2.4,-1,97.6,Đồng bằng sông Hồng,2.58,2.39,4.26,1.97
Hải Dương,2016,1668.3,1832.8,1098.6,1832.8,906.6,926.2,426.6,1406.2,16.1,6.4,9.7,1.2,2.6,-1.4,97.9,Đồng bằng sông Hồng,3.68,2.34,4.81,1.97
Hải Dương,2017,1668.2,1850.6,1109.3,1850.6,916.8,933.8,443.6,1407.0,13.1,7.7,5.4,1.4,2.1,-0.6,98.2,Đồng bằng sông Hồng,0.82,4.03,2.36,1.96
Hải Dương,2018,1668.2,1877.7,1125.6,1877.7,931.7,946.0,463.4,1414.3,16.9,8.8,8.1,3.8,1.5,2.3,98.5,Đồng bằng sông Hồng,3.35,1.88,3.67,1.97
Hải Dương,2019,1668.2,1896.9,1137.0,1896.9,942.7,954.2,594.2,1302.7,17.4,6.6,10.7,2.5,4.7,-2.3,98.8,Đồng bằng sông Hồng,4.62,3.74,4.29,1.97
Hải Dương,2020,1668.4,1916.8,1149.0,1916.77,956.47,960.3,603.24,1313.54,18.8,6.39,12.42,2.46,2.96,-0.5,99.6,Đồng bằng sông Hồng,1.51,3.77,5.58,1.96
Hải Dương,2021,1668.3,1936.8,1161.0,1936.8,966.4,970.32,613.18,1323.6,16.7,5.2,11.5,1.01,3.03,-2.02,99.6,Đồng bằng sông Hồng,2.35,0.89,1.09,1.97
Hải Dương,2022,1668.3,1946.8,1167.0,1946.82,975.5,971.32,618.12,1328.71,13.1,5.15,7.95,1.86,4.8,-2.94,100.43,Đồng bằng sông Hồng,3.63,1.57,2.39,1.96
Hải Dương,2023,1668.3,1956.9,1173.0,1956.89,980.65,976.24,620.02,1336.87,14.69,4.9,9.79,1.92,2.01,-0.1,98.55,Đồng bằng sông Hồng,1.02,1.39,1.48,1.95
Hải Dương,2024,1668.3,1978.2,1185.8,1978.23,991.09,987.14,630.52,1347.71,13.21,4.72,8.5,3.36,3.86,-0.5,100.4,Đồng bằng sông Hồng,1.08,3.45,1.77,1.95
Hải Phòng,2011,1523.4,1886.2,1238.2,1886.2,935.61,950.58,867.64,1018.55,16.5,7.6,8.9,7.1,5,2.1,98.43,Đồng bằng sông Hồng,2.4,1.42,1.08,2.14
Hải Phòng,2012,1523.9,1912.9,1255.3,1912.94,949.07,963.87,878.95,1033.98,18.8,7.6,11.2,6,2.1,3.9,98.46,Đồng bằng sông Hồng,4.8,2.62,4.42,2.14
Hải Phòng,2013,1527.4,1932.2,1265.0,1932.17,958.8,973.37,886.79,1045.38,16.1,7.6,8.5,6.6,4,2.5,98.5,Đồng bằng sông Hồng,4.11,3.76,4.56,2.14
Hải Phòng,2014,1527.4,1950.7,1277.1,1950.71,968.2,982.51,894.29,1056.42,18.4,8.4,10.1,4,3.4,0.6,98.54,Đồng bằng sông Hồng,5.03,3.33,5.02,2.14
Hải Phòng,2015,1527.4,1969.5,1289.4,1969.5,977.7,991.8,901.9,1067.6,15.2,7.1,8.1,2.9,1.4,1.4,98.6,Đồng bằng sông Hồng,1.09,2.89,3.97,2.14
Hải Phòng,2016,1561.7,1985.3,1271.2,1985.3,985.8,999.6,908.1,1077.2,15.4,7.4,8.0,1.4,1.8,-0.4,98.6,Đồng bằng sông Hồng,3.09,3.68,2.98,2.13
Hải Phòng,2017,1561.8,2001.4,1281.5,2001.4,994.0,1007.4,914.4,1087.0,14.0,8.0,6.0,2.2,0.8,1.4,98.7,Đồng bằng sông Hồng,3.98,0.85,2.55,2.12
Hải Phòng,2018,1561.8,2016.4,1291.1,2016.4,1001.6,1014.8,920.3,1096.2,13.5,7.6,5.9,1.6,1.6,0,98.7,Đồng bằng sông Hồng,2.35,1.96,4.15,2.11
Hải Phòng,2019,1561.8,2033.3,1302.0,2033.3,1010.2,1023.1,926.9,1106.4,15.9,7.3,8.6,2.7,2.7,0,98.74,Đồng bằng sông Hồng,2.84,1.37,2.15,2.11
Hải Phòng,2020,1526.5,2053.5,1345.0,2053.49,1015.65,1037.84,932.55,1120.95,14.79,7.05,7.74,2.55,1.49,1.06,97.86,Đồng bằng sông Hồng,1.18,3.16,5.72,2.1
Hải Phòng,2021,1526.5,2072.4,1358.0,2072.4,1024.99,1047.39,943.2,1129.19,17.9,6.7,11.18,5.93,2.03,3.9,97.86,Đồng bằng sông Hồng,4.91,4.13,5.45,2.1
Hải Phòng,2022,1526.5,2088.0,1368.0,2088.02,1035.33,1052.69,951.77,1136.25,16.3,6.36,9.94,2.53,1.08,1.45,98.35,Đồng bằng sông Hồng,2.86,2.63,3.68,2.1
Hải Phòng,2023,1526.5,2105.0,1379.0,2105.03,1043.86,1061.16,960.64,1144.39,14.67,6.11,8.56,2.8,1.34,1.46,95.66,Đồng bằng sông Hồng,0.7,1.82,6.0,2.1
Hải Phòng,2024,1526.4,2124.5,1391.8,2124.52,1053.59,1070.93,970.27,1154.25,14.13,6.28,7.85,4.67,2.53,2.15,98.38,Đồng bằng sông Hồng,4.72,3.96,2.52,2.1
Hưng Yên,2011,926.0,1150.7,1242.7,1150.74,566.23,584.52,139.27,1011.47,16.2,7.8,8.4,8,6.1,1.8,96.87,Đồng bằng sông Hồng,1.47,2.8,5.67,1.31
Hưng Yên,2012,926.0,1162.9,1255.8,1162.91,573.82,589.09,140.9,1022.01,15.7,7.9,7.8,7,9.6,-2.6,97.41,Đồng bằng sông Hồng,2.02,3.17,3.23,1.3
Hưng Yên,2013,926.0,1175.5,1269.5,1175.52,580.67,594.85,142.65,1032.87,17.7,7.9,9.8,10.9,6.5,4.5,97.62,Đồng bằng sông Hồng,3.53,3.8,2.92,1.3
Hưng Yên,2014,926.0,1188.6,1283.6,1188.65,588.08,600.57,144.48,1044.17,17.2,6.7,10.4,7.4,5.2,2.2,97.92,Đồng bằng sông Hồng,1.37,3.01,1.84,1.3
Hưng Yên,2015,926.0,1202.0,1298.1,1202.0,596.5,605.5,146.1,1055.9,16.8,7.2,9.6,3.5,4.6,-1.1,98.5,Đồng bằng sông Hồng,4.42,3.32,3.52,1.3
Hưng Yên,2016,930.3,1215.5,1306.6,1215.5,604.7,610.8,147.9,1067.6,16.5,7.0,9.6,3.9,3.1,0.9,99.0,Đồng bằng sông Hồng,4.14,3.4,1.75,1.3
Hưng Yên,2017,930.2,1228.8,1321.0,1228.8,613.2,615.6,149.5,1079.3,13.9,8.1,5.8,3.2,1.6,1.6,99.6,Đồng bằng sông Hồng,2.81,0.45,2.72,1.3
Hưng Yên,2018,930.2,1242.4,1335.6,1242.4,620.6,621.8,151.5,1090.9,15.0,6.1,8.9,3.4,1.8,1.5,99.8,Đồng bằng sông Hồng,2.18,2.04,1.83,1.3
Hưng Yên,2019,930.2,1255.8,1350.0,1255.8,628.7,627.1,207.3,1048.5,17.1,6.3,10.8,4.5,5,-0.5,100.25,Đồng bằng sông Hồng,4.12,2.57,2.2,1.3
Hưng Yên,2020,930.2,1269.1,1364.0,1269.09,636.39,632.7,209.73,1059.36,17.54,6.03,11.51,8.65,4.58,4.07,100.58,Đồng bằng sông Hồng,2.21,2.32,4.25,1.3
Hưng Yên,2021,930.2,1284.6,1381.0,1284.6,644.15,640.41,213.57,1070.99,16.7,5.9,10.77,3.64,3.7,-0.07,100.58,Đồng bằng sông Hồng,4.07,2.91,5.82,1.3
Hưng Yên,2022,930.2,1290.9,1388.0,1290.85,648.23,642.62,217.43,1073.42,17.4,5.28,12.12,3.49,1.24,2.26,100.87,Đồng bằng sông Hồng,4.37,2.8,1.18,1.3
Hưng Yên,2023,930.2,1301.0,1398.6,1301.01,653.44,647.58,220.98,1080.03,16.45,4.71,11.75,3.34,1.8,1.54,99.13,Đồng bằng sông Hồng,2.0,3.43,5.58,1.3
Hưng Yên,2024,930.2,1318.1,1417.0,1318.06,662.04,656.02,225.2,1092.86,15.39,5.27,10.11,6.88,5.16,1.73,100.92,Đồng bằng sông Hồng,1.82,3.53,4.55,1.3
Thái Bình,2011,1570.0,1798.7,1145.6,1798.66,869.77,928.89,177.79,1620.88,13.6,8.9,4.7,2.3,9.4,-7.1,93.64,Đồng bằng sông Hồng,3.02,1.91,3.66,2.04
Thái Bình,2012,1570.0,1806.5,1150.6,1806.48,874.27,932.21,180.09,1626.4,11.2,9.3,1.9,1.2,9.1,-7.9,93.78,Đồng bằng sông Hồng,3.0,0.47,2.94,2.03
Thái Bình,2013,1570.5,1815.0,1155.7,1815.04,879.15,935.89,182.42,1632.62,12.6,9.4,3.2,2.2,8.6,-6.5,93.94,Đồng bằng sông Hồng,1.99,2.73,3.85,2.01
Thái Bình,2014,1570.8,1822.4,1160.2,1822.43,883.45,938.98,184.78,1637.65,12.6,8.8,3.7,4.7,8.6,-3.9,94.09,Đồng bằng sông Hồng,1.39,2.75,1.8,2.0
Thái Bình,2015,1570.8,1830.3,1165.2,1830.3,888.0,942.3,187.2,1643.2,13.3,10.0,3.3,0.5,4.7,-4.2,94.2,Đồng bằng sông Hồng,2.4,1.31,5.86,1.98
Thái Bình,2016,1586.5,1838.1,1158.6,1838.1,892.5,945.6,189.6,1648.5,13.1,8.8,4.3,1.6,2.9,-1.3,94.4,Đồng bằng sông Hồng,4.68,1.71,1.87,1.97
Thái Bình,2017,1586.3,1846.1,1163.8,1846.1,897.1,949.0,192.0,1654.1,12.0,8.5,3.5,1.1,2.5,-1.3,94.5,Đồng bằng sông Hồng,1.56,2.53,5.54,1.96
Thái Bình,2018,1586.4,1854.1,1168.7,1854.1,901.8,952.4,194.5,1659.6,11.4,7.4,4.1,1,3.9,-2.9,94.7,Đồng bằng sông Hồng,1.11,1.1,3.97,1.94
Thái Bình,2019,1586.4,1862.2,1174.0,1862.2,906.4,955.7,197.0,1665.2,15.2,7.5,7.6,1.7,7.1,-5.4,94.84,Đồng bằng sông Hồng,1.1,1.21,4.05,1.93
Thái Bình,2020,1584.6,1870.2,1180.0,1870.24,911.4,958.84,219.46,1650.78,13.82,7.24,6.58,0.66,5.05,-4.39,95.05,Đồng bằng sông Hồng,3.9,2.06,2.35,1.92
Thái Bình,2021,1584.6,1875.7,1184.0,1873.9,914.35,959.54,220.23,1653.66,14.6,6.0,8.63,0.71,6.22,-5.51,96.0,Đồng bằng sông Hồng,2.66,1.13,4.95,1.9
Thái Bình,2022,1584.6,1878.5,1185.0,1878.54,917.06,961.47,220.96,1657.58,12.7,9.59,3.11,0.96,3.29,-2.33,97.28,Đồng bằng sông Hồng,3.33,1.45,4.88,1.89
Thái Bình,2023,1584.6,1882.3,1187.9,1882.34,918.96,963.38,221.74,1660.6,12.06,6.8,5.26,0.52,4.58,-4.07,93.1,Đồng bằng sông Hồng,0.49,1.79,5.84,1.88
Thái Bình,2024,1584.6,1890.4,1193.0,1890.38,923.17,967.21,224.51,1665.86,12.34,7.69,4.66,3.53,6.42,-2.89,95.45,Đồng bằng sông Hồng,5.16,1.91,4.41,1.87
Hà Nam,2011,860.5,795.6,924.6,795.65,389.18,406.47,84.3,711.34,14.9,7.9,7.0,6.6,10.5,-4,95.74,Đồng bằng sông Hồng,3.45,0.47,4.55,0.9
Hà Nam,2012,860.5,800.8,930.6,800.81,392.02,408.79,86.26,714.55,12.8,7.7,5.1,1.4,5.6,-4.2,95.9,Đồng bằng sông Hồng,4.24,3.84,5.67,0.9
Hà Nam,2013,860.5,807.4,938.3,807.44,395.58,411.86,127.25,680.19,13.4,7.5,5.8,6.1,6.2,-0.1,96.05,Đồng bằng sông Hồng,0.48,4.27,3.82,0.9
Hà Nam,2014,862.0,815.1,945.6,815.07,399.64,415.43,129.76,685.31,15.0,8.5,6.6,6.7,8.7,-2,96.2,Đồng bằng sông Hồng,2.11,2.8,2.32,0.89
Hà Nam,2015,862.0,824.3,956.3,824.3,404.5,419.8,133.0,691.2,15.2,6.2,8.9,2.6,5.9,-3.2,96.4,Đồng bằng sông Hồng,4.23,2.19,0.87,0.89
Hà Nam,2016,862.0,832.2,965.4,832.2,408.7,423.5,135.6,696.6,14.3,6.2,8.0,3,4.8,-1.9,96.5,Đồng bằng sông Hồng,2.04,3.9,1.72,0.89
Hà Nam,2017,861.9,839.8,974.4,839.8,412.8,427.0,138.2,701.5,12.2,6.5,5.7,1.1,6,-4.9,96.7,Đồng bằng sông Hồng,3.57,2.17,4.41,0.89
Hà Nam,2018,861.9,847.1,982.8,847.1,416.7,430.4,140.8,706.4,14.5,9.0,5.5,1.6,5.6,-4,96.8,Đồng bằng sông Hồng,4.83,2.85,0.87,0.89
Hà Nam,2019,861.9,854.5,991.0,854.5,420.6,433.8,143.3,711.2,16.1,6.8,9.3,3.3,6.7,-3.4,96.97,Đồng bằng sông Hồng,4.69,0.36,5.42,0.89
Hà Nam,2020,861.9,861.8,1000.0,861.83,424.65,437.19,239.68,622.15,16.58,6.52,10.06,6.4,4.81,1.59,97.13,Đồng bằng sông Hồng,2.57,3.81,5.27,0.88
Hà Nam,2021,861.9,875.2,1015.0,875.2,431.41,443.8,244.91,630.31,14.8,4.5,10.33,3.01,4.52,-1.51,97.21,Đồng bằng sông Hồng,1.07,2.46,5.19,0.89
Hà Nam,2022,861.9,878.0,1019.0,878.05,434.81,443.24,245.96,632.1,15.5,8.86,6.64,1.5,2.94,-1.44,98.1,Đồng bằng sông Hồng,4.26,3.5,2.46,0.88
Hà Nam,2023,861.9,885.9,1027.8,885.91,436.69,449.22,249.82,636.09,14.13,6.44,7.68,1.88,3.14,-1.26,94.8,Đồng bằng sông Hồng,2.77,3.86,4.26,0.88
Hà Nam,2024,861.9,894.2,1037.5,894.22,440.81,453.41,257.04,637.17,12.66,6.26,6.4,7.15,7.36,-0.21,97.22,Đồng bằng sông Hồng,4.46,3.63,5.98,0.88
Nam Định,2011,1651.4,1816.8,1100.2,1816.81,888.55,928.26,320.01,1496.8,15.5,8.1,7.4,6.1,7.4,-1.3,95.72,Đồng bằng sông Hồng,4.89,0.57,1.47,2.06
Nam Định,2012,1652.6,1811.5,1096.2,1811.5,885.86,925.64,319.32,1492.18,12.5,8.4,4.0,2.3,7.8,-5.5,95.7,Đồng bằng sông Hồng,2.35,2.65,1.06,2.03
Nam Định,2013,1652.8,1806.4,1092.9,1806.41,883.35,923.06,318.68,1487.73,16.4,9.0,7.4,3.5,8.4,-4.9,95.7,Đồng bằng sông Hồng,4.0,3.78,3.97,2.0
Nam Định,2014,1653.2,1801.5,1089.7,1801.54,881.03,920.52,318.08,1483.46,18.9,6.1,12.7,4.6,8.3,-3.7,95.71,Đồng bằng sông Hồng,2.42,0.66,1.31,1.98
